date_start,date_end,event
2014-09-29,,Новым премьер-министром Абхазии стал Беслан Бутба.
2014-09-29,2014-09-30,"XI Форум межрегионального сотрудничества Казахстана и России (Атырау, Казахстан)."
2014-10-03,,Вступил в должность премьер-министр Швеции Челль Стефан Лёвен.
2014-10-03,,"Утверждена награда Герой Донецкой Народной Республики, первым награждённым стал Министр обороны подконтрольной России ДНР, Владимир Кононов."
2014-10-03,2014-10-12,"чемпионат мира по спортивной гимнастике (Нанкин, Китай)."
2014-10-04,,Парламентские выборы в латвии. лидирует оппозиционная партия «согласие».
2014-10-05,,Внеочередные парламентские выборы в Болгарии. Победу одержала оппозиционная партия ГЕРБ.
2014-10-05,,Парламентские и президентские выборы в Бразилии.
2014-10-09,,Государственный совет крыма избрал главой республики сергея аксёнова.
2014-10-11,,Вступил в должность премьер-министр бельгии шарль мишель.
2014-10-12,,Парламентские и президентские выборы в Боснии и Герцеговине.
2014-10-12,,Парламентские и президентские выборы в Боливии. По предварительным данным победу в президентских выборах одержал нынешний президент Эво Моралес.
2014-10-13,,Краматорск становится областным центром донецкой области.
2014-10-14,2014-10-25,перепись населения в Республике Крым и Севастополе.
2014-10-15,,Парламентские и президентские выборы в мозамбике. по предварительным данным президентом страны избран филипе ниуссе (партия фрелимо).
2014-10-20,,В должность президента индонезии вступил джоко видодо.
2014-10-24,,Парламентские выборы в ботсване.
2014-10-25,,На синае (египет) в результате терактов погибли 33 египетских военнослужащих.
2014-10-26,,Досрочные выборы парламента Украины.
2014-10-26,,Второй тур президентских выборов в Бразилии. Победу одержала действующий президент Дилма Русеф.
2014-10-26,,Парламентские и президентские выборы в Уругвае.
2014-10-26,,Парламентские выборы в Тунисе.
2014-10-26,,США и Великобритания завершили вывод войск из Афганистана.
2014-10-26,,В России введено постоянное зимнее время.
2014-10-30,,Президент буркина-фасо блез компаоре объявил чрезвычайное положение в стране в связи с попыткой антиправительственного мятежа. в стране распущен парламент.
2014-10-31,,Президент буркина-фасо блез компаоре подал в отставку. исполняющим обязанности президента страны стал командующий вооружёнными силами набере оноре траоре.
2014-11-01,,Исполняющий обязанности президента буркина-фасо набере оноре траоре отказался от власти. исполняющим обязанности президента и премьер-министром провозгласил себя начальник охраны президента исаак зиада.
2014-11-02,,"Всеобщие выборы в подконтрольных России Донецкой и Луганской Народных Республиках. В ДНР победил Александр Захарченко, в ЛНР победил Игорь Плотницкий."
2014-11-02,,Президентские выборы в Румынии. Во второй тур вышли действующий премьер-министр Виктор Понта и мэр Сибиу Клаус Йоханнис.
2014-11-04,,Вступили в должность глава подконтрольной России ДНР Александр Захарченко и глава подконтрольной России ЛНР Игорь Плотницкий.
2014-11-04,,Выборы в конгресс США.
2014-11-05,2014-11-19,перепись населения Грузии.
2014-11-07,,Премьер-министром болгарии стал лидер партии герб бойко борисов.
2014-11-07,2014-11-28,"матч за звание чемпиона мира по шахматам (Сочи, Россия). Победу одержал Магнус Карлсен."
2014-11-08,2014-11-16,"чемпионат мира по тяжёлой атлетике (Алма-Ата, Казахстан)."
2014-11-09,,По результатам опроса 2 миллиона жителей каталонии высказались за независимость от испании.
2014-11-10,,"Космический корабль союз тма-13м совершил посадку в казахстане (аркалык), экипаж посадки: максим сураев (фка), рид уайсмен (наса) и александер герст (ека)."
2014-11-10,2014-11-11,"саммит АТЭС (Пекин, Китай)."
2014-11-12,,"Пуском последнего гидроагрегата завершилось восстановление Саяно-Шушенской ГЭС, на которой более пяти лет назад произошла техногенная катастрофа."
2014-11-12,,Спускаемый аппарат «Филы» (ЕКА) совершил посадку на комету Чурюмова — Герасименко. Первая мягкая посадка на комету в истории.
2014-11-12,,"Компания Триколор ТВ, агентство Спутник Логистик и бренд GS Group создал первый планшетный компьютер, предназначенный для просмотра Триколор ТВ."
2014-11-13,,Вышло пятое дополнение к компьютерной онлайн-игре world of warcraft под названием warlords of draenor.
2014-11-15,2014-11-16,саммит G-20 в Брисбене (Австралия).
2014-11-15,,12-й детский конкурс песни евровидение (мальта). победу одержал исполнитель из италии винченцо кантьелло.
2014-11-16,,Второй тур президентских выборов в румынии. победу одержал мэр города сибиу клаус йоханнис.
2014-11-17,,Временным президентом буркина-фасо стал мишель кафандо.
2014-11-18,,Авария на руднике и образование провала в соликамске.
2014-11-20,2014-11-24,чемпионат мира по самбо в Нарита (Япония).
2014-11-21,,Премьер-министр Японии Синдзо Абэ объявил о роспуске парламента и назначил досрочные парламентские выборы.
2014-11-21,,Премьер-министром Монголии стал Чимэдийн Сайханбилэг.
2014-11-23,,Выборы президента туниса.
2014-11-24,,"Космический корабль союз тма-15м стартовал к международной космической станции. экипаж в составе антона шкаплерова, саманты кристофоретти и терри вёртса."
2014-11-28,,"Президентские и парламентские выборы в Намибии. По предварительным данным в парламентских выборах победу одержала правящая партия СВАПО, а действующий премьер-министр страны Хаге Готтфрид Гейнгоб избран президентом Намибии."
2014-11-28,,"В нигерийском городе Кано произошёл теракт, погибли 120 человек."
2014-11-29,,Повторные выборы в парламент бахрейна.
2014-11-30,,"Парламентские выборы в Молдавии. По предварительным данным, лидирует Партия социалистов Республики Молдова."
2014-11-30,,Второй тур президентских выборов в Уругвае. Победу одержал Табаре Васкес.
2014-12-01,2014-12-08,"Вооружённый конфликт на востоке Украины: Народная милиция ДНР в ходе ожесточённых боёв, взяла под свой контроль старый терминал аэропорта «Донецк»."
2014-12-04,,Нападение боевиков на грозный (россия). погибли 14 полицейских и 36 ранены.
2014-12-05,,Первый беспилотный испытательный полёт частично многоразового пилотируемого космического корабля орион.
2014-12-14,,Выборы в нижнюю палату парламента японии. правящий блок в составе либерально-демократической партии под руководством премьер-министра японии синдзо абэ и партии комэйто получили две трети депутатских мандатов.
2014-12-16,,"После обвального падения курса рубля по отношению к доллару США и евро, в России начался валютный кризис, вызвавший впоследствии новый финансово-экономический кризис в стране."
2014-12-16,,"Боевики Талибан совершили захват школы в Пешаваре (Пакистан), погибли более 140 человек."
2014-12-21,,Парламентские выборы в Узбекистане.
2014-12-21,,В должность президента Румынии вступил Клаус Йоханнис
2014-12-21,,Второй тур президентских выборов в Тунисе. Президентом Туниса избран Беджи Каид Эс-Себси.
2014-12-27,,Новым председателем совета министров белоруссии стал андрей кобяков.
2014-12-28,,Индонезийский авиалайнер Airbus A320 компании AirAsia потерпел катастрофу в Яванском море.
2014-12-28,,Выборы президента Хорватии. Во второй тур вышли действующий президент Иво Йосипович и лидер партии Хорватское демократическое содружество Колинда Грабар-Китарович.
2014-12-28,,"В результате пожара на итальянском пароме MS Norman Atlantic в Адриатическом море погибли 13 человек, 98 пропали без вести."
2014-12-29,,"В греции распущен парламент, назначены досрочные выборы."
2014-12-30,,Новым премьер-министром Королевства Тонга стал Акилиси Похива.
2014-12-30,,На Филиппинах в результате наводнения погибли 53 человека.
2014-12-31,,Вступил в должность президент туниса беджи каид эс-себси.
2015-01-01,,В Австрии проведена оценка численности населения в ночь с 31 декабря 2014 года на 1 января 2015 года.
2015-01-01,,"Литва перешла на евро, став 19-м членом еврозоны."
2015-01-01,,Вступил в действие договор о создании Евразийского экономического союза.
2015-01-01,,Завершился переходный период в Крыму.
2015-01-01,,"Граждане государств СНГ, за исключением стран, входящих в Таможенный союз, ЕЭП и Украины, могут въезжать на территорию Российской Федерации только по заграничным паспортам."
2015-01-06,,Россиянка диана рамазанова совершила теракт в полицейском участке турецкого города стамбул.
2015-01-07,,"Исламские террористы совершили нападение на расположенную в париже редакцию журнала «шарли эбдо», в котором ранее были опубликованы карикатуры на пророка мухаммеда."
2015-01-08,,Выборы президента шри-ланки. победу одержал генеральный секретарь оппозиционной партии свободы маитрипала сирисена.
2015-01-11,,"Второй тур выборов президента хорватии. победу одержала кандидат от оппозиционной партии «хорватское демократическое содружество» колинда грабар-китарович, получив 50,42 % голосов избирателей."
2015-01-14,,Президент италии джорджо наполитано подал в отставку.
2015-01-20,,Выборы президента замбии. победу одержал кандидат от правящей партии «патриотический фронт» эдгар лунгу.
2015-01-22,,Президент йемена абд раббо мансур хади подал в отставку.
2015-01-23,,"Скончался король саудовской аравии абдуллах аль сауд, новым королём стал его брат салман ибн абдул-азиз аль сауд."
2015-01-24,2015-02-01,"XXVII зимняя Универсиада (1 часть, Штребке-Плесо и Осрблье, Словакия)."
2015-01-26,,Новым премьер-министром греции стал лидер партии сириза алексис ципрас.
2015-01-30,,В москве в здании инион ран произошёл пожар.
2015-01-31,,"Избран новый президент Италии, им стал Серджо Маттарелла."
2015-01-31,,"Старт исследовательской миссии SMAP, предназначенной для измерения влажности почвы Земли."
2015-02-02,2015-02-15,в Вэйле и Бивер-Крике (США) состоялся чемпионат мира по горнолыжному спорту.
2015-02-03,,В должность президента италии вступил серджо маттарелла.
2015-02-04,,"На тайване недалеко от столицы тайбэй потерпел крушение самолёт atr 72-600 авиакомпании transasia. из 58 находившихся на борту 43 человека погибли, 15 пострадали."
2015-02-04,2015-02-14,"XXVII зимняя Универсиада (2 часть, Гранада, Испания)."
2015-02-05,2015-02-15,65-й Берлинский международный кинофестиваль.
2015-02-06,,Восставшие в йемене хуситы захватили власть в стране и объявили о роспуске парламента. исполнять обязанности президента йемена стал мухаммед али аль-хути.
2015-02-11,2015-02-12,"вооружённый конфликт на востоке Украины: в Минске (Белоруссия) состоялась встреча президентов и представителей МИД Германии, России, Украины и Франции. Принята Декларация по Донбассу и разработаны шаги по имплементации Минского соглашения."
2015-02-12,2015-02-15,в Херенвене (Нидерланды) состоялся чемпионат мира по конькобежному спорту.
2015-02-14,,В результате стрельбы в копенгагене (дания) погибли 3 и ранены 5 человек.
2015-02-14,2015-02-15,в Сигулде (Латвия) состоялся чемпионат мира по санному спорту.
2015-02-15,,Вступила в должность президент хорватии колинда грабар-китарович.
2015-02-18,,Президентские выборы в Греции. Президентом избран Прокопис Павлопулос.
2015-02-18,,Премьер-министром Молдовы стал Кирилл Габурич.
2015-02-19,,"Египетские войска вошли на территорию ливии и начали наступление на город дерна, ранее захваченный боевиками иг."
2015-02-19,2015-03-01,"чемпионат мира по лыжным видам спорта (Фалун, Швеция)."
2015-02-26,2015-03-08,"чемпионат мира по бобслею и скелетону (Винтерберге, Германия)."
2015-02-27,,"В москве убит оппозиционный политик, сопредседатель республиканской партии россии — партии народной свободы борис немцов."
2015-02-28,,Парламентские выборы в лесото.
2015-02-28,2015-03-01,"46-й чемпионат мира по конькобежному спорту в спринтерском многоборье (Астана, Казахстан)."
2015-03-01,,Парламентские выборы в Эстонии. Выборы выиграла Партия реформ.
2015-03-01,,Парламентские выборы в Таджикистане. Лишь НДП преодолела пятипроцентный барьер.
2015-03-01,,Табаре Васкес вступил в должность президента Уругвая.
2015-03-04,,Авария на шахте имени засядько в донецке. погибли 34 шахтёра.
2015-03-05,,Космический аппарат dawn достиг цереры и перешёл на круговую орбиту вокруг этой карликовой планеты.
2015-03-05,2015-03-15,"чемпионат мира по биатлону (Контиолахти, Финляндия)."
2015-03-07,,Премьер-министром лесото вновь стал бетуэль пакалита мосисили.
2015-03-11,,"В казани (россия) в здании крупного торгового центра произошёл пожар. 19 человек погибли, более 60 пострадали."
2015-03-12,,"Экипаж корабля Союз ТМА-14М в составе Елены Серовой, Александра Самокутяева и Барри Вилмора вернулся с МКС на Землю."
2015-03-12,,Исландия отозвала заявку на членство страны в Евросоюзе.
2015-03-13,,В должность президента греции вступил прокопис павлопулос.
2015-03-13,2015-03-15,"чемпионат мира по шорт-треку (Москва, Россия). Чемпионами мира стали нидерландский конькобежец Шинки Кнегт и южнокорейская конькобежка Чхве Мин Джон."
2015-03-15,,"Закрыт магазин приложений nokia, он заменён opera store."
2015-03-16,2015-04-07,"чемпионат мира по шахматам среди женщин (Сочи, Россия)."
2015-03-17,,Досрочные парламентские выборы в израиле. победу одержала правящая партия ликуд.
2015-03-18,,"В результате нападения террористов на музей бардо, находящийся в столице туниса, погибли 24 человека."
2015-03-19,,Убийство фархунды маликзаде.
2015-03-20,,Новым премьер-министром Абхазии назначен Артур Миквабия.
2015-03-20,,"В Сане (Йемен) террористы-смертники взорвали две мечети. Количество погибших составило по меньшей мере 137 человек, раненых — 357. Ответственность за взрывы взяло на себя ИГ."
2015-03-20,,Солнечное затмение которое можно было наблюдать на севере Атлантического океана и в Арктике.
2015-03-21,,Президентом намибии стал глава правительства хаге гейнгоб; на посту премьер-министра его сменила саара куугонгельва-амадхила.
2015-03-23,2015-03-29,"чемпионат мира по фигурному катанию (Шанхай, КНР)."
2015-03-24,,На юге франции разбился пассажирский самолёт a320. погибли все 150 человек.
2015-03-27,,"С космодрома байконур стартовал космический корабль союз тма-16м для годичного пребывания в космосе. состав экипажа — геннадий падалка, михаил корниенко и скотт келли."
2015-03-28,,Всеобщие выборы в нигерии. победу одержал мохаммаду бухари.
2015-03-29,,Выборы президента узбекистана. президентом страны избран действующий президент ислам каримов.
2015-03-29,2015-04-05,"35-й чемпионат мира по хоккею с мячом (Хабаровск, Россия)."
2015-04-02,,"(4:12 по сахалинскому времени, 1 апреля в 21:12 по московскому времени) большой автономный траулер «Дальний Восток» затонул в акватории Охотского моря в 300 километрах от Магадана. По данным МЧС, экипаж судна — 132 человека. На борту находились 78 россиян и 54 иностранца. 62 человека погибли, 7 пропали без вести."
2015-04-02,,Боевики группировки «Аль-Шабааб» совершили атаку на университет в кенийском городе Гарисса. Погибли 148 человек.
2015-04-05,,После ремонта и модернизации вновь запущен большой адронный коллайдер.
2015-04-06,,"Указами президента россии владимира путина городам старая русса, грозный, гатчина, петрозаводск и феодосия присвоено почётное звание «город воинской славы»."
2015-04-12,,"В результате крупных пожаров в хакасии, возникших в степных регионах, сгорели более 1200 домов в 42 населённых пунктах, погибли 36 человек, около 5 тысяч человек остались без жилья. в республике введён режим чрезвычайной ситуации. на 13 апреля все пожары ликвидированы."
2015-04-14,,"В результате кораблекрушения в средиземном море судна, на котором перевозились из ливии в италию 550 нелегальных мигрантов, погибли 400 человек, среди них много детей."
2015-04-19,,Парламентские выборы в Финляндии. Победу одержала оппозиционная партия «Финляндский центр».
2015-04-19,,"В Средиземном море к северу от Ливии затонуло рыболовное судно, удалось спасти 28 человек, погибли 24 человека. В Управлении Верховного комиссара ООН по делам беженцев заявили, что погибли 800 человек."
2015-04-25,,"В балтиморе (сша) в связи с гибелью афроамериканца фредди грея, который был убит полицией, начались демонстрации и столкновения демонстрантов с полицией, в городе был введён комендантский час."
2015-04-25,2015-04-28,"землетрясения в Непале магнитудой до 7,8 Mw. В Непале погибли 8699 человек, 22 489 ранены, пострадали 8 млн человек. В Индии 69 человек погибли и около 270 ранены. В Китае 25 погибших, 117 раненых."
2015-04-26,,Президентские выборы в Казахстане. Победил действующий президент Нурсултан Назарбаев.
2015-04-26,,Второй тур президентских выборов в Северном Кипре. Победу одержал Мустафа Акынджи.
2015-04-27,,Американская компания spacex запустила в космос первый туркменский спутник.
2015-04-30,,Вступление мустафы акынджи в должность президента северного кипра.
2015-05-01,2015-05-17,"79-й чемпионат мира по хоккею с шайбой (Прага и Острава, Чехия). Победу одержала сборная Канады."
2015-05-01,2015-10-31,"международная выставка EXPO-2015 (Милан, Италия)."
2015-05-03,,Парламентские выборы в непризнанной нагорно-карабахской республике. победила правящая партия «свободная родина».
2015-05-07,,Парламентские выборы в великобритании. победу одержала правящая консервативная партия.
2015-05-08,,Кыргызстан присоединился к евразийскому экономическому союзу.
2015-05-10,,Выборы президента польши. во второй тур вышли президент польши бронислав коморовский и кандидат от оппозиционной партии «закон и справедливость» анджей дуда.
2015-05-11,,Парламентские выборы в гайане. победу одержала оппозиционная коалиция партнёрство за национальное единство и альянс за перемены во главе с дэвидом грейнджером.
2015-05-12,,"В непале и индии произошло повторное землетрясение магнитудой 7,4. в непале погибли 117 человек, ещё 1926 пострадали; в индии погибли 17 человек, ещё один человек погиб на территории китая."
2015-05-13,2015-05-24,68-й Каннский кинофестиваль. «Золотой пальмовой ветвью» награждён французский фильм «Дипан» режиссёра Жака Одиара.
2015-05-16,,В должность президента Гайаны вступил Дэвид Грейнджер.
2015-05-16,,"Исламское государство захватило Рамади, фактически установив контроль над всей провинцией Анбар. Иракское правительство признало потерю."
2015-05-19,2015-05-23,юбилейный 60-й песенный конкурс Евровидение (Австрия). Победу одержал Монс Сельмерлёв (Швеция) с песней «Heroes».
2015-05-24,,Второй тур выборов президента польши. победу одержал анджей дуда.
2015-05-27,,"В цюрихе (швейцария) взяты под стражу несколько высокопоставленных чиновников фифа, среди которых вице-президенты фифа джеффри уэбб и эухенио фигередо, бывший член исполкома фифа джек уорнер, а также эдуардо ли, хулио роча, костас таккас, рафаэль эскевель, хосе мария марин и николас леос."
2015-05-28,,Приведён к присяге новый премьер-министр финляндии юха сипиля.
2015-05-29,,В должность президента нигерии вступил мохаммаду бухари.
2015-06-01,,"В китае на реке янцзы из-за смерча в течение двух минут затонул теплоход «дунфанчжисин» с туристами. на борту находились 458 человек, спасены 12, погибли 442 человека."
2015-06-03,,Выборы президента латвии. избран министр обороны латвии раймондс вейонис.
2015-06-05,,"13-я ежегодная церемония награждения национальной премии в области популярной музыки Муз-ТВ (Астана, Казахстан)."
2015-06-05,,В должность президента Маврикия вступила Амина Гуриб-Факим.
2015-06-07,,"Парламентские выборы в турции. по предварительным данным, лидирует партия справедливости и развития."
2015-06-07,2015-06-08,"саммит G7 в замке Эльмау (Бавария, Германия)."
2015-06-10,2015-06-11,"V Съезд лидеров мировых и традиционных религий (Астана, Казахстан)."
2015-06-11,,"Экипаж космического корабля союз тма-15м в составе антона шкаплерова, саманты кристофоретти и терри вёртса вернулся с мкс на землю."
2015-06-12,2015-06-28,"первые Европейские игры (Баку, Азербайджан)."
2015-06-15,2015-07-03,"XV международный конкурс имени П. И. Чайковского (Москва, Россия)."
2015-06-18,,Парламентские выборы в дании.
2015-06-18,2015-06-20,XIX Петербургский международный экономический форум.
2015-06-19,2015-06-26,37-й Московский международный кинофестиваль.
2015-06-22,,Казахстан вступил во всемирную торговую организацию.
2015-06-26,,"1-й Международный форум архитекторов и градостроителей (Астана, Казахстан)."
2015-06-26,,"I международный фестиваль боевых искусств (Астана, Казахстан)."
2015-06-29,,Приведён к присяге новый премьер-министр Дании Ларс Лёкке Расмуссен.
2015-06-29,,Парламентские выборы в Бурунди.
2015-06-29,2015-07-05,"чемпионат мира по современному пятиборью (Берлин, Германия)."
2015-06-30,,"Военно-транспортный самолёт lockheed c-130 hercules упал на отель в индонезийском городе медан, 141 человек погиб."
2015-07-02,,На филиппинах перевернулся паром со 173 пассажирами. более 30 человек погибли.
2015-07-03,2015-07-14,"XXVIII летняя Универсиада (Кванджу, Южная Корея)."
2015-07-04,2015-07-26,102-я веломногодневка Тур де Франс. Гонка стартовала в голландском Утрехте и закончилась традиционным этапом на Елисейских Полях в Париже. Победу одержал представитель команды Sky Team Крис Фрум.
2015-07-05,,"Прошёл референдум в греции по финансовой политике, в результате которого 61,31 процента проголосовавших выбрали ответ «нет»; ответ «да» дали 38,69 %."
2015-07-08,2015-07-09,"VII саммит БРИКС (Уфа, Россия)."
2015-07-09,2015-07-10,"20-я встреча глав государств-членов ШОС (Уфа, Россия)."
2015-07-13,2015-07-19,чемпионат мира по фехтованию в Москве (Россия).
2015-07-14,,Космический аппарат наса «новые горизонты» прошёл мимо плутона.
2015-07-15,2015-07-22,чемпионат мира по подводному плаванию в Яньтай (КНР).
2015-07-20,,"В Суруче (Турция) совершён теракт. Погибли 32 человека, 104 человека получили ранения."
2015-07-20,,Официально восстановлены дипломатические отношения между США и Кубой.
2015-07-21,,Президентские выборы в бурунди. победу одержал действующий президент пьер нкурунзиза.
2015-07-23,,"Запуск пилотируемого космического корабля «союз тма-17м» с экипажем в составе олега кононенко, кимия юи и челла линдгрена (сша). состоялась стыковка корабля с мкс."
2015-07-24,2015-08-09,"16-й Чемпионат мира по водным видам спорта (Казань, Россия)."
2015-07-29,,Компания «microsoft» выпустила операционную систему «windows 10».
2015-07-30,,"Запущена сеть криптоплатформы «ethereum», ставшая впоследствии крупнейшей альтернативой биткойну."
2015-07-30,,Новым премьер-министром молдовы стал валериу стрелец.
2015-07-31,,Международный олимпийский комитет утвердил столицей зимних олимпийских игр 2022 года город пекин (кнр).
2015-08-03,,Истребитель миг-23 саввс упал на рынок в городе эриха (сирия). погибли 33 человека и более 150 получили ранения.
2015-08-05,,В индии на мосту через реку мачак сошли с рельсов два поезда. погибли 30 человек.
2015-08-06,,В должность президента Польши вступил Анджей Дуда.
2015-08-06,,Открытие нового Суэцкого канала в Египте.
2015-08-09,,Парламентские выборы в республике гаити.
2015-08-12,,Кыргызстан официально стал полноправным членом еаэс.
2015-08-12,2015-08-15,"взрывы на складе горючих веществ в Тяньцзине (Китай). Ранены около 800 человек, погибли 173 человека, в том числе 21 пожарный. 95 человек пропали без вести. Мощность двух взрывов составила 3 и 21 тонну в тротиловом эквиваленте."
2015-08-13,,"В результате теракта на рынке багдада (ирак) погибло более 80 мирных жителей, около 200 человек ранены."
2015-08-16,,Катастрофа самолёта компании trigana air service в индонезии. погибли 49 пассажиров и 5 членов экипажа.
2015-08-17,,Парламентские выборы в Шри-Ланке. Победу одержала правящая коалиция.
2015-08-17,,В столице Таиланда Бангкоке произошёл теракт. Погибли 19 и ранены 123 человека.
2015-08-22,2015-08-30,чемпионат мира по лёгкой атлетике в Пекине (КНР).
2015-08-24,2015-08-30,"30-й чемпионат мира по дзюдо (Астана, Казахстан)."
2015-08-27,,Премьер-министром греции впервые стала женщина василика тану-христофилу.
2015-09-01,2015-09-02,"в Венгрии прошли протесты нелегальных мигрантов, требующих предоставить им поезда в Германию."
2015-09-02,,Ракета-носитель «союз-фг» с транспортным пилотируемым кораблём союз тма-18м стартовала с космодрома байконур с международным экипажем.
2015-09-02,2015-09-12,72-й Венецианский кинофестиваль.
2015-09-03,,"Суд гватемалы выдал ордер на арест президента страны отто переса молины, обвиняемого в создании коррупционной сети; президент подал в отставку и был заключён под арест. исполнять обязанности президента назначен вице-президент алехандро мальдонадо агирре."
2015-09-06,,Президентские и парламентские выборы в Гватемале. Во второй тур прошли кандидат правонационалистической партии FCN актёр Джимми Моралес и правоцентрист Мануэль Бальдисон.
2015-09-06,,Антиправительственные выступления в Молдавии с требованием отставки президента и избрания нового главы государства и правительства.
2015-09-07,2015-09-13,"чемпионат мира по художественной гимнастике (Штутгарт, Германия)."
2015-09-07,2015-09-15,"Чемпионат мира по борьбе 2015 (Лас-Вегас, США)."
2015-09-07,,"Парламентские выборы в тринидаде и тобаго. по предварительным данным, победу одержала оппозиционная партия."
2015-09-09,,В должность премьер-министра тринидада и тобаго вступил кит роули.
2015-09-11,,В результате падения строительного крана на мечеть аль-Харам в Мекке (Саудовская Аравия) погибло 107 человек; ранены и пострадало более 120 человек.
2015-09-11,,Парламентские выборы в Сингапуре. Победу одержала правящая партия Народное действие.
2015-09-12,,При взрыве в ресторане в индийском городе петлавад (мадхья-прадеш) погибло более 100 человек.
2015-09-13,,Единый день голосования в россии.
2015-09-15,,В должность премьер-министра австралии вступил малкольм тернбулл.
2015-09-16,,"XII Форум межрегионального сотрудничества Казахстана и России (Сочи, Россия)."
2015-09-16,,В ходе военного переворота арестованы и. о. президента Буркина-Фасо Мишель Кафандо и все члены правительства вместе с премьер-министром Исааком Зиды.
2015-09-17,,"После военного переворота в буркина-фасо страну возглавил председатель совета национальной демократии, им стал жильбер дьендере."
2015-09-18,2015-10-31,чемпионат мира по регби (Великобритания). Победу одержала сборная Новой Зеландии.
2015-09-19,,"Празднование 2000-летия города дербента (дагестан, россия)."
2015-09-20,,Внеочередные парламентские выборы в греции. победу одержала бывшая правящая партия сириза
2015-09-21,,Премьер-министром греции вновь стал лидер партии сириза алексис ципрас
2015-09-23,,Смещённое правительство исаака зиды и и. о. президента буркина-фасо мишель кафандо вернулись к власти.
2015-09-24,,"В результате давки в долине мина близ мекки (саудовская аравия) погибли 717 исламских паломников, 863 человека пострадали."
2015-09-26,,Папа франциск завершает тур по нью-йорку с мессой в саду мэдисон сквер
2015-09-28,,Специалисты наса обнаружили доказательства наличия на марсе потоков солёной воды.
2015-09-30,,Россия нанесла первый авиаудар по позициям иг в сирии.
